video1,video2,trajectoy_distance,seconds,duplicate,ssim
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607703818.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607703848.mp4,1856536,31.0,T,0.9003818896694781
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607703818.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607703852.mp4,3785522,40.0,T,0.9085184537485764
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607713030.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607713039.mp4,1155313,9.0,T,0.862129037077818
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607713030.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607713043.mp4,1830543,14.0,T,0.8577401051724856
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720331.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720331.mp4,11097,1.0,T,0.9871275431649581
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720331.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720335.mp4,20189,5.0,T,0.9724722715057951
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720331.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720335.mp4,389,6.0,T,0.9724722715057951
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720331.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607720339.mp4,2908,10.0,T,0.9170886967468247
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731113.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731119.mp4,257360,7.0,T,0.7689494029718095
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731221.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731225.mp4,72275,5.0,T,0.8148681266118022
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731221.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607731230.mp4,340032,10.0,T,0.7742793430482106
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607776400.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607776408.mp4,1102653,17.0,T,0.9371234090381252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607778541.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607778548.mp4,378386,8.0,T,0.9075757417052263
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607778541.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607778550.mp4,842473,11.0,T,0.8915452207649225
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607795872.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607795882.mp4,363665,12.0,T,0.8734525502647136
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800703.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800703.mp4,66251,12.0,T,0.7795962852591422
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800703.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800721.mp4,1236381,21.0,T,0.8919942469713812
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800703.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800726.mp4,1614071,25.0,T,0.7904297020445626
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800703.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800730.mp4,3449240,30.0,T,0.7830518380078995
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800896.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800902.mp4,145144,12.0,T,0.7735933278692139
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800896.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800902.mp4,147903,6.0,T,0.7735933278692139
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800896.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800902.mp4,291879,11.0,T,0.7735933278692139
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800896.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607800914.mp4,845833,19.0,T,0.7502659984322149
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607802121.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607802128.mp4,314463,16.0,T,0.8748554945875199
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,26399,29.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,18350,6.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,2731,5.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,14725,34.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,115906,17.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803079.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607803083.mp4,576998,30.0,T,0.8459493905912252
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607810044.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607810048.mp4,44431,4.0,T,0.8812246446195248
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607815240.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607815243.mp4,10324,6.0,T,0.785569885079994
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822628.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822628.mp4,60678,6.0,T,0.7657493443250308
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822912.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822912.mp4,36912,1.0,T,0.787115341426137
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822912.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607822912.mp4,308081,7.0,T,0.787115341426137
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607871603.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607871616.mp4,431907,15.0,T,0.983729117239228
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607871603.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607871621.mp4,2666328,21.0,T,0.9404680234785321
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607873575.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607873575.mp4,15547,0.0,T,0.939930641836582
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607887615.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607887618.mp4,9555,4.0,T,0.8963740249883277
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607887615.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607887626.mp4,155228,17.0,T,0.8819480025634997
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607906207.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607906219.mp4,1309917,13.0,T,0.7789248964516932
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607908504.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607908517.mp4,95184,14.0,T,0.8307600333949887
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607955307.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607955314.mp4,98081,16.0,T,0.8527470578569778
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964455.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964460.mp4,6199,6.0,T,0.909876884509603
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964455.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964466.mp4,357964,12.0,T,0.8965664235889443
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964455.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964470.mp4,698919,16.0,T,0.8930705527286787
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964455.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964474.mp4,701092,20.0,T,0.8899337912033888
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964455.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607964480.mp4,1331779,25.0,T,0.8840640140866372
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607968785.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607968785.mp4,239980,14.0,T,0.7043143103666738
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607968785.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607968800.mp4,1042538,21.0,T,0.956134023706714
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969098.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969105.mp4,321303,7.0,T,0.9479797432016402
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969098.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969107.mp4,2191921,15.0,T,0.8368255605604974
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969208.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969212.mp4,81678,5.0,T,0.9586880251761353
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969208.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607969216.mp4,364408,9.0,T,0.7879910508346816
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,4799,5.0,T,0.792221713001842
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,5193530,2.0,T,0.792221713001842
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975206.mp4,2680805,10.0,T,0.9095196555936003
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975211.mp4,699114,13.0,T,0.7094806091917754
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975198.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1607975216.mp4,336221,18.0,T,0.5784698055219334
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608050515.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608050525.mp4,454534,11.0,T,0.8920063273578632
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051412.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051415.mp4,4019,9.0,T,0.8960508534816823
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051412.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051425.mp4,209894,13.0,T,0.8669560234187293
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051412.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608051431.mp4,932788,23.0,T,0.8442261227454201
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608055631.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608055636.mp4,15837,6.0,T,0.9106965201726069
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608055631.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608055639.mp4,45602,18.0,T,0.909082092805924
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608142043.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608142046.mp4,128553,7.0,T,0.9057892617807187
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608142043.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608142046.mp4,222069,8.0,T,0.9057892617807187
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608145742.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608145742.mp4,1354513,10.0,T,0.9303113837275655
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608145742.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608145742.mp4,80011,7.0,T,0.9303113837275655
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,221566,15.0,T,0.9012611448931613
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,511235,19.0,T,0.9012611448931613
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608151289.mp4,79612,20.0,T,0.9012611448931613
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608153990.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608154001.mp4,1390604,12.0,T,0.9840547486414035
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608155059.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608155079.mp4,721035,20.0,T,0.9700673850414089
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,37317,9.0,T,0.8833655471780656
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,9475395,14.0,T,0.8833655471780656
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227675.mp4,11398619,13.0,T,0.8833655471780656
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227844.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608227844.mp4,960641,12.0,T,0.9147103939905848
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608231444.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608231454.mp4,1878116,16.0,T,0.9418289429169423
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608235044.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608235053.mp4,1817688,17.0,T,0.9014938215535242
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608235206.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608235217.mp4,967677,16.0,T,0.8984073113448221
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608236068.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608236072.mp4,14390,4.0,T,0.8754696053928427
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608245324.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608245329.mp4,72287,6.0,T,0.7797817925276656
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608245324.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608245334.mp4,1325383,15.0,T,0.7717165735512695
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608246089.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608246094.mp4,124623,10.0,T,0.8266001139394618
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608248993.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608248993.mp4,9083,3.0,T,0.7434171157114471
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608288944.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608288947.mp4,36194,3.0,T,0.7893277000358779
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308314.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308317.mp4,74528,14.0,T,0.9788400314870289
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308467.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308477.mp4,205485,10.0,T,0.9453114810683019
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308551.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308557.mp4,21087,6.0,T,0.9785802204564487
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308551.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608308559.mp4,288516,16.0,T,0.9217718884284976
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310619.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310621.mp4,27226,3.0,T,0.9080483886750809
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310619.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310624.mp4,431765,16.0,T,0.9030310480985021
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310846.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310855.mp4,227029,9.0,T,0.8918493673734421
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310846.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608310863.mp4,708954,17.0,T,0.8710676190432801
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317184.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317184.mp4,1445539,16.0,T,0.8537817885891273
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317184.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317184.mp4,2324413,14.0,T,0.8537817885891273
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,463067,6.0,T,0.831507520946052
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,66623,8.0,T,0.831507520946052
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608317344.mp4,506280,12.0,T,0.831507520946052
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608319573.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608319587.mp4,2557211,15.0,T,0.8576911086631234
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608324504.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608324512.mp4,140057,9.0,T,0.8921884737970225
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332165.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332168.mp4,8530,3.0,T,0.9030738774961972
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332165.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332171.mp4,45327,7.0,T,0.8700192610284699
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332324.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608332331.mp4,116685,11.0,T,0.8621662178614571
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608384018.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608384024.mp4,324458,11.0,T,0.9433176611800227
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608403950.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608403961.mp4,146211,11.0,T,0.9779291006120059
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608404383.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608404386.mp4,9779,4.0,T,0.9841311798328604
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608408259.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608408264.mp4,70711,8.0,T,0.9089268199053651
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608410011.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608410015.mp4,29876,12.0,T,0.883886325950578
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608412591.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608412596.mp4,117744,9.0,T,0.9665639269698009
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608414902.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608414911.mp4,331616,16.0,T,0.895202590156113
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608498086.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608498104.mp4,2245804,19.0,T,0.9751452262532118
https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608510195.mp4,https://igct.s3.amazonaws.com/5fd165fa69af9b0eef63d40a_1608510195.mp4,357672,10.0,T,0.7639690590777497
